%iy  id  it imin   Q*      QH      QE      Qs      Qf    Wind    RH     Td     press   rain    Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
2022 185 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.65506 65.27 30.00 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 180.00
2022 185 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.14096 69.59 28.89 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 180.00
2022 185 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.11277 76.53 27.78 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 180.00
2022 185 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.57048 84.47 26.67 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 190.00
2022 185 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.57048 84.41 26.11 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 200.00
2022 185 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 87.58 26.11 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 180.00
2022 185 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.57048 86.95 25.56 -999.00 0.00 54.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 35.00 194.00 190.00
2022 185 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.05638 90.21 25.56 -999.00 0.00 238.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 76.00 534.00 190.00
2022 185 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 87.05 26.67 -999.00 0.00 451.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 94.00 712.00 200.00
2022 185 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.11277 79.47 28.33 -999.00 0.00 654.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 103.00 810.00 190.00
2022 185 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.16915 59.15 31.67 -999.00 0.00 821.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 109.00 861.00 180.00
2022 185 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.14096 50.33 32.78 -999.00 0.00 940.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 113.00 889.00 180.00
2022 185 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.59867 44.15 33.89 -999.00 0.00 1002.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 114.00 902.00 170.00
2022 185 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.11277 39.95 35.00 -999.00 0.00 1000.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 116.00 899.00 230.00
2022 185 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.68325 34.27 37.22 -999.00 0.00 936.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 113.00 885.00 140.00
2022 185 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.65506 32.00 37.78 -999.00 0.00 817.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 106.00 859.00 200.00
2022 185 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 7.19734 32.00 37.78 -999.00 0.00 382.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 334.00 70.00 160.00
2022 185 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.62686 31.14 38.33 -999.00 0.00 451.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 84.00 732.00 130.00
2022 185 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.68325 30.18 38.33 -999.00 0.00 240.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 66.00 579.00 150.00
2022 185 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.68325 31.96 37.22 -999.00 0.00 55.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 30.00 261.00 150.00
2022 185 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.14096 31.71 36.67 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 160.00
2022 185 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.59867 37.10 33.89 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 180.00
2022 185 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.14096 43.85 32.78 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 180.00
2022 185 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.14096 49.88 31.67 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 170.00
