%iy  id  it imin   Q*      QH      QE      Qs      Qf    Wind    RH     Td     press   rain    Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
2022 195 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 63.02 30.56 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 180.00
2022 195 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.11277 69.69 29.44 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 170.00
2022 195 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.11277 71.73 28.89 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 160.00
2022 195 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.11277 77.12 28.33 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 170.00
2022 195 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 81.82 27.78 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 150.00
2022 195 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 81.82 27.78 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 160.00
2022 195 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 87.05 26.67 -999.00 0.00 41.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 30.00 133.00 150.00
2022 195 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.05638 87.05 26.67 -999.00 0.00 215.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 83.00 459.00 190.00
2022 195 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 81.82 27.78 -999.00 0.00 422.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 113.00 629.00 190.00
2022 195 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 69.69 29.44 -999.00 0.00 614.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 147.00 696.00 190.00
2022 195 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.57048 59.21 31.11 -999.00 0.00 777.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 166.00 746.00 155.00
2022 195 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.05638 50.33 32.78 -999.00 0.00 895.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 181.00 772.00 120.00
2022 195 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.05638 39.95 35.00 -999.00 0.00 831.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 345.00 496.00 85.00
2022 195 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 11.82421 50.36 32.22 -999.00 0.00 765.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 367.00 405.00 50.00
2022 195 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 9.76782 31.77 36.11 -999.00 0.00 860.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 202.00 708.00 40.00
2022 195 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.16915 29.55 36.67 -999.00 0.00 686.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 315.00 450.00 70.00
2022 195 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.62686 31.77 36.11 -999.00 0.00 614.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 166.00 660.00 65.00
2022 195 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 33.97 36.11 -999.00 0.00 422.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 130.00 588.00 60.00
2022 195 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.57048 33.97 36.11 -999.00 0.00 119.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 119.00 1.00 60.00
2022 195 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.11277 33.97 36.11 -999.00 0.00 33.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 33.00 0.00 110.00
2022 195 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.62686 38.56 34.44 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 110.00
2022 195 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.62686 58.69 28.89 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 130.00
2022 195 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.59867 60.81 28.33 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 110.00
2022 195 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 64.69 27.22 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 120.00
