%iy  id  it imin   Q*      QH      QE      Qs      Qf    Wind    RH     Td     press   rain    Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
2022 189 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.62686 59.09 30.56 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 180.00
2022 189 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.59867 63.40 29.44 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 190.00
2022 189 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.59867 74.33 28.33 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 180.00
2022 189 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.05638 76.53 27.78 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 190.00
2022 189 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.05638 82.03 27.22 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 180.00
2022 189 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 84.47 26.67 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 190.00
2022 189 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.57048 87.58 26.11 -999.00 0.00 49.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 33.00 165.00 180.00
2022 189 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 87.58 26.11 -999.00 0.00 230.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 78.00 511.00 180.00
2022 189 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 84.53 27.22 -999.00 0.00 442.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 98.00 691.00 200.00
2022 189 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.14096 76.69 28.89 -999.00 0.00 643.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 112.00 785.00 210.00
2022 189 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.62686 61.24 31.11 -999.00 0.00 810.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 120.00 837.00 210.00
2022 189 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.59867 50.61 33.89 -999.00 0.00 931.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 126.00 867.00 220.00
2022 189 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.65506 45.98 34.44 -999.00 0.00 993.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 129.00 879.00 220.00
2022 189 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.65506 39.19 36.67 -999.00 0.00 992.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 129.00 877.00 220.00
2022 189 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.11277 38.14 37.22 -999.00 0.00 929.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 127.00 862.00 250.00
2022 189 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.05638 35.36 37.22 -999.00 0.00 806.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 127.00 822.00 215.00
2022 189 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.14096 33.38 38.33 -999.00 0.00 638.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 117.00 767.00 180.00
2022 189 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.16915 30.47 39.44 -999.00 0.00 439.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 103.00 672.00 170.00
2022 189 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.14096 30.13 38.89 -999.00 0.00 229.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 80.00 498.00 165.00
2022 189 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.11277 29.20 38.89 -999.00 0.00 50.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 34.00 167.00 160.00
2022 189 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.05638 32.00 37.78 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 180.00
2022 189 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.57048 38.73 35.00 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 140.00
2022 189 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.57048 41.20 33.89 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 170.00
2022 189 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.14096 46.99 32.78 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 160.00
