%iy  id  it imin   Q*      QH      QE      Qs      Qf    Wind    RH     Td     press   rain    Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
2022 191 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.59867 50.36 32.22 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 200.00
2022 191 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.59867 53.42 31.67 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 190.00
2022 191 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 59.09 30.56 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 200.00
2022 191 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.59867 57.16 30.00 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 200.00
2022 191 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.57048 63.16 28.33 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 200.00
2022 191 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.57048 65.03 27.78 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 200.00
2022 191 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.57048 67.06 27.78 -999.00 0.00 46.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 31.00 164.00 240.00
2022 191 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.57048 69.28 27.22 -999.00 0.00 221.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 78.00 486.00 225.00
2022 191 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.57048 67.62 28.33 -999.00 0.00 428.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 105.00 652.00 210.00
2022 191 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.62686 59.09 30.56 -999.00 0.00 626.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 123.00 744.00 220.00
2022 191 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.62686 44.15 33.89 -999.00 0.00 793.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 134.00 801.00 240.00
2022 191 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.14096 37.58 36.11 -999.00 0.00 915.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 139.00 837.00 220.00
2022 191 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 7.19734 34.30 37.78 -999.00 0.00 919.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 330.00 600.00 220.00
2022 191 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 31.44 39.44 -999.00 0.00 978.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 156.00 837.00 220.00
2022 191 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 28.54 40.56 -999.00 0.00 877.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 323.00 596.00 220.00
2022 191 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.62686 24.50 42.78 -999.00 0.00 796.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 153.00 778.00 350.00
2022 191 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.11277 25.22 42.22 -999.00 0.00 632.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 139.00 725.00 280.00
2022 191 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.65506 17.46 43.89 -999.00 0.00 407.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 188.00 438.00 330.00
2022 191 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.57048 20.80 43.33 -999.00 0.00 175.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 160.00 50.00 350.00
2022 191 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 22.20 42.78 -999.00 0.00 48.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 34.00 150.00 20.00
2022 191 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 25.70 40.56 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 30.00
2022 191 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.57048 30.18 38.33 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 30.00
2022 191 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.08458 29.94 37.78 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 30.00
2022 191 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.57048 36.42 36.11 -999.00 0.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 170.00
